594.4	3.50164E-09	1.95318E-10
564.8	3.45504E-09	2.0081E-10
538.4	3.26675E-09	2.24296E-10
513.6	3.14251E-09	2.25309E-10
473.8	2.84479E-09	2.34484E-10
448	    2.66511E-09	2.52853E-10
403.6	2.40442E-09	2.73853E-10
382.2	2.18167E-09	2.88045E-10
368	    2.07236E-09	3.01733E-10
321.8	1.78717E-09	3.11105E-10
307.2	1.72464E-09	3.20575E-10
345.8	2.06039E-09	3.34768E-10
490.8	3.02068E-09	3.38253E-10
