589.8	3.58464E-09	1.94977E-10
556.6	3.4431E-09	2.31069E-10
526.2	3.17852E-09	2.59121E-10
497.8	3.0307E-09	2.76838E-10
454.8	2.74097E-09	3.0321E-10
404.4	2.42207E-09	3.03588E-10
374.6	2.21349E-09	3.26515E-10
333.6	1.89312E-09	3.27677E-10
290	    1.50033E-09	3.38192E-10
464.4	2.7456E-09	3.58762E-10
512.8	3.04532E-09	3.69607E-10
